ID Number,Title,Preferred Language,Gender,Relationship Types,Faculty of Graduation,Year of Graduation,Province,Lifetime Giving,Year of Last Gift,Year of First Gift,Largest Gift,Events Attended in Lifetime,Past Traveler Y/N,# of Instances of Volunteering,# of Clicks in the Past Month
106593,CEO,E,F,Graduate,Arts -- General,2010,QC,0,,,,14,N,0,7
106594,,E,M,Graduate,Arts -- General,1968,ON,430,1981,1972,413,15,N,3,14
106595,,E,F,"Graduate, Past Parent",Arts -- General,2005,ON,0,,,,1,Y,0,11
106596,, ,M,Graduate,Music,1996,BC,1005,1998,1997,211,10,N,1,13
106597,, ,M,Graduate,Law,2015,BC,0,,,,5,N,1,8
106598,, ,F,Graduate,Engineer -- General,2006,AB,97,2015,2009,43,2,N,2,20
106599,, ,M,Graduate,Management,1960,ON,277520,1980,1969,72155,15,N,0,28
106600,,F,F,Graduate,Science -- General,1998,QC,0,,,,3,N,3,7
106601,,F,F,Graduate,Management,2011,QC,0,,,,15,N,3,20
106602,, ,M,Graduate,Management,2006,ON,0,,,,6,N,0,17
106603,,F,M,Graduate,Arts -- General,1986,BC,0,,,,6,N,1,1
106604,,F,F,Graduate,Agr&Env -- Dietetics,2007,ON,0,,,,9,N,2,18
106605,,F,M,Graduate,Arts -- General,1992,QC,0,,,,7,N,2,5
106606,, ,F,"Graduate, Past Parent",Arts -- General,1971,BC,0,,,,11,N,0,13
106607,, ,F,Graduate,Law,1995,NS,105,2006,2000,18,1,N,0,7
106608,,E,F,"Graduate, Past Parent",Arts -- General,2007,QC,0,,,,8,N,3,15
106609,,E,M,Graduate,Arts -- Social Work,1975,ON,0,,,,12,N,0,15
106610,, ,F,"Graduate, Past Parent, Former Faculty/Staff",Arts -- General,1989,NB,0,,,,6,N,1,19
106611,,E,F,Graduate,Engineer -- General,1990,ON,0,,,,1,N,1,4
106612,, ,F,Graduate,Management,1970,QC,40,1973,1969,21,10,N,2,23
106613,"Chairman, CEO", ,M,Graduate,Agr&Env -- General,1996,MB,0,,,,3,N,0,9
106614,, ,F,Graduate,Law,2012,ON,0,,,,10,N,3,5
106615,,E,M,Graduate,Arts -- Social Work,2007,ON,0,,,,12,N,3,21
106616,"Chairman, CEO",E,M,"Graduate, Former Faculty/Staff",Science -- General,2013,ON,20,2014,2012,15,0,N,0,10
106617,,E,F,Graduate,Arts -- Social Work,1963,NB,31,1968,1963,24,14,N,1,6
106618,, ,M,Graduate,Arts -- Social Work,2005,QC,0,,,,14,N,2,3
106619,,E,M,Graduate,Engineer -- Architect,1990,MB,0,,,,5,N,2,13
106620,,E,M,Graduate,Agr&Env -- General,1990,MB,0,,,,8,N,0,20
106621,,E,M,Graduate,Science -- General,2015,AB,0,,,,10,N,0,18
106622,,E,F,Graduate,Management,2015,BC,20,2015,2014,0,4,N,3,5
106623,,E,M,Graduate,Arts -- General,2005,QC,0,,,,15,N,0,9
106624,President,E,F,Graduate,Arts -- General,2000,NB,0,,,,9,N,1,17
106625,,E,F,Graduate,Education -- General,2011,QC,0,,,,12,Y,1,23
106626,,E,M,Graduate,Science -- General,1971,QC,0,,,,14,N,2,8
106627,,E,F,Graduate,Engineer -- Architect,1995,AB,6750,2000,1997,1080,1,N,0,5
106628,,E,F,"Graduate, Former Faculty/Staff",Science -- General,2013,BC,0,,,,12,N,3,2
106629,,E,F,Graduate,Medicine -- General,1974,BC,0,,,,6,N,3,3
106630,,E,F,Graduate,Engineer -- General,2014,ON,0,,,,2,N,0,22
106631,,E,F,Graduate,Arts -- General,2007,ON,0,,,,1,N,1,5
106632,, ,F,"Graduate, Past Parent",Arts -- General,1957,ON,55,1954,1954,29,10,N,2,8
106633,"Chairman, CEO",E,F,Graduate,Engineer -- Urban,1987,NB,150,2013,1994,90,11,N,2,13
106634,,E,M,Graduate,Science -- General,1972,NL,0,,,,10,N,0,23
106635,,E,F,Graduate,Engineer -- Architect,1960,ON,47,1972,1961,31,14,N,0,9
106636,,E,F,Graduate,Arts -- General,2001,QC,5,2009,2002,0,5,N,3,13
106637,,E,F,Graduate,Arts -- General,1978,AB,45,2006,2005,5,14,N,0,18
106638,,E,F,Graduate,Management,1976,QC,0,,,,11,N,1,4
106639,,E,M,Graduate,Music,2000,ON,0,,,,7,N,1,7
106640,,E,M,Graduate,Arts -- General,1948,ON,165,1945,1945,116,2,N,2,16
106641,, ,F,Graduate,Education -- General,1995,QC,25,2013,1997,18,12,Y,0,0
106642,,E,M,Graduate,Arts -- General,2009,BC,0,,,,4,N,3,1
106643,, ,F,Graduate,Science -- General,2006,MB,0,,,,8,N,3,8
106644,,E,M,Graduate,Arts -- General,1976,QC,0,,,,3,N,0,19
106645,,E,F,Graduate,Continuing Education,1996,QC,0,,,,9,N,1,13
106646,,E,M,Graduate,Arts -- General,2000,QC,0,,,,14,N,2,2
106647,,E,F,Graduate,Medicine -- POT,1970,ON,710,2000,1998,284,11,N,2,10
106648,,E,M,Graduate,Management,1988,QC,0,,,,3,N,0,11
106649,,E,M,Graduate,Management,2011,AB,0,,,,4,N,0,13
106650,,E,M,"Graduate, Past Parent",Arts -- General,1985,BC,0,,,,4,N,3,16
106651,,E,F,Graduate,Arts -- General,2011,QC,0,,,,10,N,0,0
106652,, ,F,Graduate,Science -- General,1965,QC,6167,1989,1982,1172,7,N,1,13
106653,,E,M,Graduate,Continuing Education,1979,QC,0,,,,0,N,1,18
106654,,E,F,Graduate,Law,1984,NS,141,1998,1984,49,1,N,2,16
106655,, ,F,Graduate,Arts -- General,1995,ON,0,,,,2,N,0,9
106656,, ,F,Graduate,Science -- General,1993,NL,0,,,,8,N,3,8
106657,,E,F,Graduate,Science -- General,1992,NL,0,,,,14,N,3,1
106658,, ,M,Graduate,Management,1987,NS,0,,,,12,N,0,19
106659,,E,F,Graduate,Engineer -- General,2002,BC,0,,,,8,N,1,20
106660,,E,F,Graduate,Arts -- General,1987,ON,474,2013,1991,95,1,N,2,20
106661,, ,M,Graduate,Medicine -- Nursing,1990,ON,0,,,,2,N,2,4
106662,,E,F,Graduate,Arts -- Social Work,1974,ON,120,1991,1973,50,8,N,0,5
106663,,E,M,Graduate,Arts -- General,2004,QC,0,,,,2,N,0,10
106664,,E,F,Graduate,Education -- General,1993,ON,0,,,,1,N,3,4
106665,, ,F,Graduate,Medicine -- General,2013,ON,0,,,,7,N,0,3
106666,, ,F,"Graduate, Past Parent",Science -- General,2014,QC,30,2014,2014,14,0,N,1,19
106667,,E,M,Graduate,Arts -- General,1987,ON,0,,,,0,N,1,7
106668,, ,M,Graduate,Arts -- General,1985,QC,250,2004,1988,70,13,N,2,7
106669,,E,F,Graduate,Medicine -- General,2015,ON,0,,,,10,N,0,19
106670,,E,F,Graduate,Science -- General,2002,ON,0,,,,15,N,3,20
106671,,E,F,Graduate,Arts -- General,2011,QC,0,,,,5,N,3,19
106672,,E,F,Graduate,Law,2012,ON,0,,,,12,N,0,8
106673,, ,F,Graduate,Medicine -- Nursing,1996,ON,150,2007,2004,78,13,N,1,23
106674,,E,F,Graduate,Arts -- General,1996,AB,0,,,,11,N,2,6
106675,,E,F,Graduate,Science -- General,2005,QC,0,,,,4,N,2,7
106676,,E,F,Graduate,Arts -- General,2015,NB,0,,,,9,N,0,17
106677,,E,F,Graduate,Science -- General,2013,ON,0,,,,12,N,0,9
106678,, ,M,Graduate,Arts -- General,1947,QC,0,,,,8,N,3,12
106679,,E,M,Graduate,Arts -- General,1985,NB,176,1996,1994,109,4,N,0,11
106680,,E,M,Graduate,Engineer -- General,1962,QC,0,,,,7,N,1,8
106681,,E,F,Graduate,Medicine -- General,1992,ON,0,,,,10,N,1,18
106682,,F,M,Graduate,Science -- General,1983,QC,0,,,,6,N,2,21
106683,,E,M,Graduate,Arts -- General,2012,AB,0,,,,4,N,0,10
106684,,E,F,Graduate,Arts -- General,1996,ON,0,,,,11,N,3,13
106685,"Chairman, CEO",E,M,Graduate,Arts -- General,1990,QC,650,1988,1988,91,0,N,3,7
106686,,E,M,Graduate,Arts -- General,2012,ON,0,,,,0,N,0,8
106687,,E,F,Graduate,Management,2007,BC,0,,,,9,N,1,21
106688,,F,M,Graduate,Dentistry,1978,BC,725,1996,1995,196,15,N,2,17
106689,,E,F,Graduate,Arts -- General,1996,BC,154,2008,1995,116,4,N,2,5
106690,,E,F,"Graduate, Past Parent",Arts -- General,2004,AB,0,,,,12,N,0,18
106691,,E,F,Graduate,Arts -- General,1997,QC,200,2013,2000,190,2,N,0,2
106692,, ,F,"Graduate, Past Parent",Arts -- General,2007,ON,0,,,,12,N,3,0
106693,,E,F,Graduate,Law,1988,AB,0,,,,0,N,0,8
106694,,E,M,Graduate,Education -- General,2010,QC,0,,,,5,Y,1,17
106695,,E,M,"Graduate, Past Parent, Former Faculty/Staff",Arts -- General,1978,ON,365,1977,1977,15,0,N,1,12
106696,,E,M,"Graduate, Former Faculty/Staff",Arts -- General,2012,AB,0,,,,10,N,2,1
106697,,F,M,Graduate,Medicine -- Nursing,1981,SK,0,,,,4,N,0,5
106698,,E,F,Graduate,Science -- General,2014,ON,0,,,,5,N,3,13
106699,CEO,E,F,Graduate,Science -- General,1967,NS,2280,1979,1972,205,7,N,3,22
106700,, ,F,Graduate,Management,1993,ON,1275,2004,2000,77,15,N,0,3
106701,, ,F,Graduate,Management,2004,AB,0,,,,9,N,1,10
106702,,F,F,Graduate,Engineer -- Architect,1994,SK,0,,,,7,N,2,9
106703,,F,F,Graduate,Arts -- General,1989,ON,0,,,,10,N,2,15
106704,President, ,F,Graduate,Science -- General,1969,ON,185,1967,1967,35,3,N,0,20
106705,,E,M,Graduate,Engineer -- General,1995,MB,0,,,,3,N,0,17
106706,,F,M,Graduate,Music,2005,QC,0,,,,10,N,3,6
106707,,F,M,Graduate,Management,1970,NS,210,1995,1994,6,7,Y,0,21
106708,,E,F,Graduate,Science -- General,1969,BC,50,1976,1976,35,8,N,1,4
106709,,F,M,Graduate,Arts -- General,1988,ON,400,2013,1997,344,7,N,1,7
106710,,E,M,Graduate,Law,1984,ON,25,2012,2002,14,15,N,2,7
106711,,E,M,Graduate,Management,1966,QC,400,1979,1975,364,7,N,0,10
106712,,F,M,Graduate,Arts -- General,1998,QC,0,,,,3,N,3,6
106713,,F,M,Graduate,Arts -- General,2010,QC,15,2015,2015,3,8,N,3,14
106714,,F,F,Graduate,Arts -- General,2005,QC,0,,,,4,Y,0,7
106715,,F,F,Graduate,Science -- General,2006,PE,0,,,,14,Y,1,18
106716,,E,M,Graduate,Arts -- General,1983,QC,0,,,,1,N,2,12
106717,, ,F,Graduate,Arts -- General,2008,QC,0,,,,15,N,2,22
106718,, ,M,Graduate,Management,2007,SK,0,,,,12,N,0,3
106719,,F,M,Graduate,Management,1997,ON,0,,,,0,N,0,19
106720,,F,F,Graduate,Arts -- General,1995,BC,0,,,,15,N,3,11
106721,President,E,F,Graduate,Arts -- General,2013,NB,0,,,,15,N,0,19
106722,,E,F,Graduate,Engineer -- General,1973,MB,0,,,,9,N,1,17
106723,,E,F,Graduate,Arts -- General,2007,NB,0,,,,7,N,1,12
106724,,E,F,Graduate,Agr&Env -- General,1998,BC,150,1996,1996,90,6,N,2,18
106725,, ,F,Graduate,Arts -- General,1980,BC,1370,2002,1991,219,7,N,0,0
106726,,E,F,Graduate,Education -- General,1995,QC,0,,,,2,N,3,14
106727,,E,M,Graduate,Engineer -- General,2007,BC,0,,,,10,N,3,13
106728,,E,M,Graduate,Medicine -- General,1971,NB,16855,1968,1968,11461,12,Y,0,20
106729,,E,M,Graduate,Engineer -- General,1960,AB,550,1989,1963,363,9,N,1,22
106730,,E,F,Graduate,Science -- General,1991,QC,50,1992,1990,19,2,N,2,18
106731,,E,M,Graduate,Arts -- General,2006,QC,0,,,,9,N,2,9
106732,,E,F,Graduate,Science -- General,2011,ON,0,,,,6,Y,0,11
106733,,E,M,Graduate,Agr&Env -- Dietetics,2007,BC,50,2014,2012,23,1,N,0,21
106734,,E,F,Graduate,Engineer -- General,1984,QC,0,,,,1,Y,3,7
106735,,E,M,Graduate,Continuing Education,1995,AB,0,,,,15,N,0,15
106736,, ,F,Graduate,Science -- General,1968,ON,0,,,,9,N,1,21
106737,,E,M,Graduate,Arts -- General,1969,BC,1500,1975,1973,1440,13,N,1,20
106738,,E,M,Graduate,Agr&Env -- General,2008,AB,0,,,,1,N,2,9
106739,,E,M,Graduate,Management,2009,BC,50,2013,2011,11,7,N,0,12
106740,President, ,F,Graduate,Science -- General,1964,ON,0,,,,4,N,3,9
106741,,E,M,Graduate,Agr&Env -- General,2014,QC,0,,,,1,N,3,7
106742,, ,M,Graduate,Management,1994,BC,0,,,,14,N,0,0
106743,, ,M,Graduate,Arts -- General,1996,ON,0,,,,5,N,1,17
106744,,E,M,Graduate,Medicine -- POT,1955,QC,43,1972,1971,29,7,N,2,8
106745,,E,F,"Graduate, Current Parent",Science -- General,2002,MB,1230,2012,2007,221,11,N,2,20
106746,,E,M,Graduate,Management,2010,NS,0,,,,8,Y,0,21
106747,,E,M,Graduate,Arts -- General,1971,QC,0,,,,3,N,0,9
106748,,E,M,Graduate,Arts -- General,1982,ON,0,,,,13,N,3,13
106749,President,E,M,Graduate,Arts -- General,2007,QC,0,,,,7,Y,0,12
106750,,E,M,Graduate,Arts -- General,2009,AB,0,,,,2,N,1,15
106751,,E,M,"Graduate, Past Parent",Arts -- General,2009,SK,0,,,,1,N,1,21
106752,,E,F,Graduate,Management,1996,BC,0,,,,5,Y,2,14
106753,, ,M,Graduate,Arts -- General,1989,NB,0,,,,14,N,0,12
106754,,E,M,Graduate,Arts -- General,1982,QC,170,1989,1986,63,1,N,3,18
106755,, ,M,Graduate,Science -- General,2014,NB,0,,,,11,N,3,10
106756,"Chairman, CEO",E,M,Graduate,Arts -- General,2005,NB,45,2012,2004,33,10,N,0,12
106757,CEO,E,M,Graduate,Engineer -- General,1982,NL,0,,,,10,N,1,14
106758,,E,F,Graduate,Arts -- General,2005,QC,0,,,,15,N,2,22
106759,, ,F,Graduate,Science -- General,2005,SK,0,,,,11,N,2,8
106760,, ,M,Graduate,Education -- General,2013,ON,0,,,,11,N,0,17
106761,, ,F,Graduate,Arts -- General,2012,ON,0,,,,8,N,0,4
106762,,E,F,Graduate,Medicine -- General,1952,AB,18737,1971,1970,8432,0,N,3,17
106763,,E,F,Graduate,Dentistry,1995,AB,1000,1997,1994,190,2,N,0,6
106764,,E,F,Graduate,Arts -- Social Work,2013,ON,20,2015,2015,17,8,N,1,2
106765,,E,M,Graduate,Arts -- General,1988,ON,40,1994,1989,19,12,N,1,6
106766,,E,F,Graduate,Science -- General,1997,QC,0,,,,9,N,2,15
106767,,E,F,Graduate,Medicine -- General,2011,QC,0,,,,11,N,0,2
106768,,E,F,Graduate,Education -- General,2010,QC,0,,,,10,N,3,12
106769,,E,F,Graduate,Medicine -- General,1965,ON,9180,1975,1975,8537,4,N,3,7
106770,President,E,M,Graduate,Medicine -- General,1970,BC,1050,1970,1969,893,4,N,0,16
106771,President, ,F,Graduate,Arts -- General,2004,ON,0,,,,15,N,1,11
106772,,E,M,Graduate,Arts -- General,1994,AB,279,1996,1993,234,9,N,2,8
106773,,E,F,Graduate,Management,2011,ON,100,2012,2011,86,6,N,2,20
106774,,E,F,Graduate,Science -- General,1994,ON,0,,,,0,Y,0,17
106775,,E,M,Graduate,Management,2005,MB,0,,,,12,N,0,2
106776,,E,M,Graduate,Management,1999,NB,0,,,,0,N,3,23
106777,,E,F,Graduate,Engineer -- General,2001,BC,0,,,,10,N,0,10
106778,, ,F,Graduate,Education -- General,1979,BC,1425,1982,1982,542,4,N,1,10
106779,CEO,E,F,Graduate,Science -- General,2013,AB,0,,,,2,N,1,3
106780,, ,F,Graduate,Arts -- General,2015,AB,0,,,,7,N,2,13
106781,,E,M,Graduate,Engineer -- General,2000,AB,0,,,,6,N,0,13
106782,,E,F,Graduate,Arts -- General,1977,BC,284,1995,1987,165,9,N,3,18
106783,,E,F,"Graduate, Past Parent",Management,1952,QC,557,1976,1969,173,8,N,3,10
106784,,E,M,Graduate,Arts -- General,1998,QC,0,,,,13,N,0,6
106785,,F,F,Graduate,Medicine -- General,1983,MB,0,,,,13,N,1,12
106786,, ,M,Graduate,Law,2011,BC,0,,,,4,N,2,22
106787,, ,M,Graduate,Science -- General,1998,QC,0,,,,15,N,2,1
106788,, ,F,Graduate,Science -- General,2004,ON,0,,,,3,N,0,21
106789,, ,M,Graduate,Arts -- General,2012,QC,0,,,,5,N,0,10
106790,,E,F,Graduate,Science -- General,2000,QC,0,,,,9,N,3,12
106791,,E,M,Graduate,Science -- General,2000,QC,0,,,,10,N,0,11
106792,,E,M,Graduate,Science -- General,2008,AB,75,2015,2007,11,15,N,1,19
106793,, ,M,"Graduate, Past Parent",Music,1999,QC,0,,,,6,N,1,15
106794,,E,M,Graduate,Continuing Education,1988,ON,0,,,,4,N,2,11
106795,, ,M,Graduate,Arts -- General,2002,QC,0,,,,11,N,0,22
106796,,E,M,Graduate,Arts -- Social Work,2001,ON,0,,,,0,N,3,13
106797,,E,M,Graduate,Management,2001,NB,0,,,,11,N,3,20
106798,,E,F,Graduate,Engineer -- General,2004,AB,0,,,,7,N,0,10
106799,,E,F,Graduate,Arts -- General,1997,ON,0,,,,5,N,1,13
106800,, ,F,Graduate,Arts -- General,1972,NS,2155,2002,1997,453,8,N,2,15
106801,,E,F,Graduate,Arts -- General,1999,AB,25,2015,2005,22,1,N,2,19
106802,President,E,M,Graduate,Arts -- General,2003,QC,150,2009,2003,137,12,N,0,15
106803,,E,F,"Graduate, Past Parent",Education -- General,2011,BC,0,,,,8,N,0,9
106804,,E,F,Graduate,Medicine -- General,1981,ON,1000,1997,1988,660,11,N,3,5
106805,,E,F,Graduate,Arts -- General,1997,QC,0,,,,0,N,0,3
106806,"Chairman, CEO",E,F,Graduate,Management,1983,YT,125,1991,1991,75,9,N,1,19
106807,, ,M,Graduate,Engineer -- General,1958,ON,765,1970,1968,719,10,N,1,11
106808,,E,F,Graduate,Agr&Env -- General,2008,BC,0,,,,7,N,2,17
106809,,E,F,Graduate,Arts -- General,2007,QC,0,,,,12,N,0,9
106810,,E,M,Graduate,Music,1969,ON,0,,,,11,N,3,16
106811,,E,M,Graduate,Arts -- General,1966,ON,0,,,,13,N,3,10
106812,,E,F,Graduate,Science -- General,2010,NB,0,,,,3,N,0,20
106813,, ,M,Graduate,Science -- General,1996,NS,0,,,,7,N,1,10
106814,,E,M,Graduate,Science -- General,2015,MB,0,,,,10,N,2,8
106815,,E,M,Graduate,Management,1989,QC,0,,,,7,N,2,12
106816,, ,M,Graduate,Arts -- General,2005,QC,0,,,,2,N,0,13
106817,,E,M,Graduate,Agr&Env -- Dietetics,2007,ON,0,,,,4,N,0,5
106818,CEO,E,M,Graduate,Arts -- General,1971,NT,0,,,,2,N,3,9
106819,,E,M,Graduate,Education -- General,1979,BC,100,1987,1978,11,10,N,0,10
106820,, ,F,Graduate,Science -- General,2004,BC,0,,,,4,N,1,13
106821,,E,F,Graduate,Medicine -- General,2009,AB,510,2015,2011,158,5,N,1,0
106822,,E,M,Graduate,Arts -- General,2015,QC,0,,,,10,Y,2,13
106823,,E,M,Graduate,Arts -- General,2015,QC,0,,,,10,N,0,20
106824,,E,M,Graduate,Arts -- General,2005,NB,0,,,,10,N,3,19
106825,,E,F,Graduate,Education -- General,1975,ON,480,1999,1978,192,2,N,3,0
106826,,E,M,"Graduate, Former Faculty/Staff",Education -- General,2006,BC,0,,,,0,Y,0,8
106827,,E,M,Graduate,Engineer -- General,1982,ON,0,,,,11,N,1,9
106828,, ,M,"Graduate, Past Parent, Former Faculty/Staff",Engineer -- General,2002,ON,1548,2015,2001,712,3,Y,2,5
106829,, ,M,Graduate,Arts -- General,1996,BC,800,1997,1995,256,7,N,2,8
106830,,E,M,"Graduate, Past Parent",Management,2006,QC,20,2007,2007,16,6,N,0,5
106831,,E,F,Graduate,Engineer -- General,1983,ON,0,,,,2,N,0,0
106832,,E,M,Graduate,Arts -- General,2015,QC,0,,,,1,N,3,23
106833,,E,M,Graduate,Education -- General,1985,BC,0,,,,3,N,0,5
106834,,E,F,"Graduate, Past Parent",Management,2011,ON,0,,,,2,N,1,18
106835,,E,M,Graduate,Education -- General,1980,BC,0,,,,8,N,1,19
106836,,E,F,Graduate,Arts -- General,1972,NS,0,,,,6,N,2,17
106837,,E,F,Graduate,Arts -- General,2008,AB,0,,,,2,N,0,9
106838,, ,M,Graduate,Agr&Env -- General,2008,QC,0,,,,4,N,3,23
106839,, ,F,Graduate,Arts -- General,1984,MB,0,,,,10,N,3,13
106840,,E,M,Graduate,Law,2014,AB,0,,,,9,N,0,3
106841,,E,M,Graduate,Management,2001,NB,0,,,,7,N,1,2
106842,,E,M,Graduate,Arts -- Social Work,1993,BC,0,,,,7,N,2,7
106843,,E,M,Graduate,Arts -- General,2011,ON,0,,,,7,N,2,17
106844,,E,F,Graduate,Engineer -- General,1967,BC,1010,1993,1975,505,11,Y,0,14
106845,,E,M,Graduate,Arts -- General,2015,NB,0,,,,12,N,0,16
106846,,E,M,Graduate,Management,2014,NT,0,,,,12,N,3,7
106847,"Chairman, CEO",E,F,Graduate,Law,2000,BC,100,2010,2006,48,6,N,0,7
106848,,E,M,Graduate,Engineer -- General,2015,ON,0,,,,8,N,1,9
106849,, ,F,Graduate,Education -- General,1990,BC,95,1992,1991,88,8,N,1,16
106850,,E,F,Graduate,Arts -- General,1979,QC,0,,,,2,N,2,2
106851,,F,F,Graduate,Arts -- General,1984,QC,0,,,,9,N,0,12
106852,,E,F,"Graduate, Past Parent",Arts -- General,1972,ON,305,1978,1975,183,9,N,3,21
106853,,E,M,Graduate,Arts -- Information (Library) Studies,1992,ON,200,2008,2004,72,2,Y,3,0
106854,,F,M,Graduate,Arts -- General,1981,ON,50,2011,1988,22,15,N,0,11
106855,,E,M,Graduate,Arts -- General,2007,QC,0,,,,8,N,1,15
106856,,E,F,Graduate,Engineer -- General,2009,ON,0,,,,11,N,2,15
106857,,E,F,Graduate,Education -- General,1994,MB,0,,,,3,N,2,11
106858,,E,M,Graduate,Arts -- Social Work,1992,BC,0,,,,3,N,0,6
106859,, ,F,Graduate,Arts -- General,1969,AB,0,,,,12,N,0,13
106860,,E,M,Graduate,Science -- General,1992,AB,0,,,,7,N,3,12
106861,,E,M,Graduate,Music,1992,AB,105,2002,1998,85,0,N,0,20
106862,,E,M,Graduate,Education -- General,2006,BC,20,2014,2012,16,10,N,1,17
106863,, ,F,Graduate,Arts -- General,1994,ON,0,,,,11,N,1,17
106864,,E,F,Graduate,Arts -- General,2003,ON,0,,,,9,N,2,5
106865,,E,M,Graduate,Education -- General,1988,ON,0,,,,2,N,0,5
106866,"Chairman, CEO",E,F,Graduate,Science -- General,2014,SK,0,,,,13,Y,3,21
106867,, ,F,Graduate,Arts -- General,2013,ON,72,2015,2015,56,2,N,3,8
106868,, ,F,Graduate,Medicine -- General,2009,ON,0,,,,6,N,0,13
106869,, ,F,Graduate,Music,1977,ON,0,,,,11,N,1,22
106870,,E,F,Graduate,Arts -- General,2011,NL,0,,,,13,N,2,17
106871,, ,F,Graduate,Arts -- General,2006,NB,0,,,,2,N,2,11
106872,,E,F,Graduate,Arts -- General,1971,QC,0,,,,7,Y,0,10
106873,,E,M,Graduate,Agr&Env -- General,1989,QC,110,1997,1997,97,7,N,0,11
106874,,E,M,Graduate,Medicine -- POT,1982,NB,0,,,,12,Y,3,20
106875,,E,F,Graduate,Education -- General,1993,QC,0,,,,6,N,0,16
106876,,E,M,Graduate,Agr&Env -- Dietetics,2008,ON,0,,,,13,N,1,23
106877,,E,F,Graduate,Agr&Env -- General,2009,QC,20,2014,2011,13,3,N,1,17
106878,, ,F,Graduate,Management,2014,QC,0,,,,0,N,2,23
106879,, ,F,Graduate,Medicine -- Nursing,1977,ON,205,1994,1976,164,2,Y,0,18
106880,,E,M,Graduate,Medicine -- POT,1997,BC,15,2011,2007,15,4,N,3,5
106881,, ,F,"Graduate, Past Parent",Education -- General,1990,NB,70,2012,2004,9,4,N,3,23
106882,,E,F,Graduate,Arts -- General,2010,NS,0,,,,7,N,0,9
106883,,E,F,Graduate,Arts -- General,1970,BC,0,,,,5,N,1,15
106884,,E,M,Graduate,Science -- General,2011,ON,0,,,,15,N,2,6
106885,,E,F,Graduate,Agr&Env -- General,1968,NB,3785,1972,1968,3558,10,N,2,4
106886,,E,M,Graduate,Continuing Education,1989,QC,0,,,,13,N,0,17
106887,, ,F,Graduate,Medicine -- General,1993,QC,135,2008,2005,78,0,N,0,13
106888,,E,M,Graduate,Education -- General,1974,QC,0,,,,13,N,3,2
106889,, ,F,"Graduate, Past Parent",Agr&Env -- General,1969,QC,0,,,,5,N,0,13
106890,,E,F,Graduate,Science -- General,2013,BC,20,2014,2014,5,7,N,1,20
106891,, ,M,Graduate,Continuing Education,1996,MB,0,,,,3,Y,1,10
106892,,E,F,Graduate,Engineer -- General,1984,NS,0,,,,0,Y,2,4
106893,,E,F,Graduate,Arts -- General,2002,AB,0,,,,4,N,0,1
106894,,E,F,Graduate,Arts -- General,1987,QC,0,,,,14,N,3,8
106895,President,F,M,Graduate,Dentistry,1981,AB,50,1980,1980,46,13,N,3,17
106896,,E,F,Graduate,Science -- General,2007,ON,0,,,,1,N,0,16
106897,,E,M,Graduate,Medicine -- General,2005,NB,0,,,,10,N,1,0
106898,,E,M,Graduate,Arts -- General,1997,BC,105,2004,1997,67,2,N,2,20
106899,"Chairman, CEO", ,F,Graduate,Engineer -- General,1973,BC,3030,1988,1972,727,5,N,2,23
106900,,F,M,"Graduate, Past Student",Arts -- General,1987,NB,0,,,,2,N,0,9
106901,, ,M,Graduate,Music,2008,ON,0,,,,0,N,0,16
106902,,E,F,"Graduate, Former Faculty/Staff",Medicine -- General,2011,ON,0,,,,9,N,3,3
106903,,E,M,Graduate,Continuing Education,2001,BC,0,,,,11,N,0,14
106904,President,E,F,Graduate,Arts -- Social Work,2005,QC,269,2007,2004,94,3,N,1,11
106905,,E,F,Graduate,Engineer -- General,2012,AB,0,,,,5,N,1,16
106906,,E,F,Graduate,Science -- General,1965,BC,8,1971,1965,3,9,N,2,10
106907,, ,F,Graduate,Agr&Env -- General,1967,ON,840,1996,1985,176,1,N,0,22
106908,,E,M,Graduate,Management,1980,BC,0,,,,2,N,3,10
106909,,E,F,Graduate,Medicine -- POT,1975,NB,265,1973,1973,122,2,N,3,22
106910,,E,F,Graduate,Arts -- General,2014,ON,0,,,,1,N,0,2
106911,,E,F,Graduate,Arts -- General,2001,AB,0,,,,12,N,1,0
106912,,E,F,Graduate,Engineer -- General,1989,ON,25,1993,1992,23,2,N,2,17
106913,President,E,F,Graduate,Management,2008,QC,0,,,,1,N,2,23
106914,, ,F,Graduate,Engineer -- General,1993,BC,0,,,,1,N,0,17
106915,, ,M,Graduate,Education -- General,1990,SK,0,,,,11,N,0,7
106916,,E,F,Graduate,Management,1973,ON,0,,,,9,N,3,10
106917,,E,F,Graduate,Engineer -- General,1973,ON,1645,1994,1975,823,4,N,0,18
106918,,F,F,Graduate,Arts -- General,2002,AB,0,,,,7,Y,1,10
106919,, ,F,Graduate,Arts -- General,1994,ON,0,,,,13,N,1,7
106920,, ,F,Graduate,Engineer -- General,1981,ON,0,,,,0,N,2,10
106921,,F,M,Graduate,Management,1992,ON,0,,,,12,N,0,7
106922,, ,F,Graduate,Education -- General,2002,AB,0,,,,2,N,3,2
106923,,E,F,Graduate,Arts -- General,1997,ON,0,,,,11,N,3,3
106924,,F,F,Graduate,Arts -- General,2003,QC,0,,,,8,N,0,13
106925,,F,M,Graduate,Science -- General,1986,NS,100,2005,1995,11,2,N,1,22
106926,,F,M,Graduate,Arts -- Information (Library) Studies,1994,BC,50,2014,1994,27,2,N,2,7
